id,longitude,latitude,precision,funding,donor,status,type_of_assistance,amp_sector
1056,35.318801,-15.385957,1,,UK Department for International Development (DfID),Ongoing,Grant,Health
1057,32.9,-13.8,1,,UK Department for International Development (DfID),Ongoing,Grant,Health
1058,34.02070999,-11.46555674,1,9817757.87,German Agency for International Cooperation (GIZ),Closed,Grant,Health
1059,33.933333,-9.933333,1,,UK Department for International Development (DfID),Ongoing,Grant,Health
1060,34.15,-12.566667,1,,UK Department for International Development (DfID),Ongoing,Grant,Health
1061,33.6,-11.9,1,,UK Department for International Development (DfID),Ongoing,Grant,Health
1062,35.266667,-14.466667,1,,UK Department for International Development (DfID),Ongoing,Grant,Health
1063,33.783333,-13.983333,1,,UK Department for International Development (DfID),Ongoing,Grant,Health
1064,33.716667,-13.516667,1,,UK Department for International Development (DfID),Ongoing,Grant,Health
1065,34.95,-14.983333,1,,UK Department for International Development (DfID),Ongoing,Grant,Health
1066,35.013868,-15.786823,1,,UK Department for International Development (DfID),Ongoing,Grant,Health
1067,35.1666667,-16.75,3,2500000.00,US Agency for International Development,Ongoing,Grant,Health
1068,34.75,-16.1666667,3,2500000.00,US Agency for International Development,Ongoing,Grant,Health
1069,35.6666667,-15.6666667,3,2500000.00,US Agency for International Development,Ongoing,Grant,Health
1070,35.418291,-15.430074,3,2500000.00,US Agency for International Development,Ongoing,Grant,Health
1071,34.516816,-15.633374,3,2500000.00,US Agency for International Development,Ongoing,Grant,Health
1072,35.499904,-15.934395,3,2500000.00,US Agency for International Development,Ongoing,Grant,Health
1073,35.573667,-14.945831,3,2500000.00,US Agency for International Development,Ongoing,Grant,Health
1074,35.150601,-16.105828,3,2500000.00,US Agency for International Development,Ongoing,Grant,Health
1075,35.215762,-15.752677,3,2500000.00,US Agency for International Development,Ongoing,Grant,Health
1076,33.7833333,-13.9833333,1,3580000.00,US Agency for International Development,Closed,Grant,Health
1077,35.318801,-15.385957,2,3580000.00,US Agency for International Development,Closed,Grant,Health
1078,35.013868,-15.786823,1,3580000.00,US Agency for International Development,Closed,Grant,Health
1079,33.68407,-14.01962,3,20305049.00,US Agency for International Development,Planned,Grant,Health
1080,34.401842,-13.719594,3,20305049.00,US Agency for International Development,Planned,Grant,Health
1081,34.082977,-12.804172,3,20305049.00,US Agency for International Development,Planned,Grant,Health
1082,33.783333,-13.983333,1,770683.00,Icelandic International Development Agency (ICEIDA),Closed,Grant,Health
1083,34.916667,-14.083333,1,6135071.00,Icelandic International Development Agency (ICEIDA),Ongoing,Grant,Health
1084,34.082977,-12.804172,3,559677.50,Japan,Ongoing,Grant,Health
1085,34.082977,-12.804172,3,598789.50,Japan,Ongoing,Grant,Health
1086,33.68407,-14.019624,3,,US Agency for International Development,Ongoing,Grant,Health
1087,34.082977,-12.804172,3,,US Agency for International Development,Ongoing,Grant,Health
1088,34.401842,-13.719594,3,,US Agency for International Development,Ongoing,Grant,Health
1089,34.939562,-15.647316,3,2400000.00,US Agency for International Development,Planned,Grant,Health
1090,35.215762,-15.752677,3,2400000.00,US Agency for International Development,Planned,Grant,Health
1091,35.418291,-15.430074,3,2400000.00,US Agency for International Development,Planned,Grant,Health
1092,33.785434,-13.979055,1,1550762.00,US Agency for International Development,Planned,Grant,Health
1093,33.78543,-13.97906,1,1550762.00,US Agency for International Development,Planned,Grant,Health
1094,35.666667,-15.666667,3,4640356.00,US Agency for International Development,Planned,Grant,Health
1095,35.059102,-15.048394,3,4640356.00,US Agency for International Development,Planned,Grant,Health
1096,35.573667,-14.945831,3,4640356.00,US Agency for International Development,Planned,Grant,Health
1097,35.346577,-14.392955,3,4640356.00,US Agency for International Development,Planned,Grant,Health
1098,35.499904,-15.934395,3,4640356.00,US Agency for International Development,Planned,Grant,Health
1099,35.418291,-15.430074,3,4640356.00,US Agency for International Development,Planned,Grant,Health
1100,35.418291,-15.430074,3,4640356.00,US Agency for International Development,Planned,Grant,Health
1101,35.059102,-15.048394,3,4640356.00,US Agency for International Development,Planned,Grant,Health
1102,35.573667,-14.945831,3,4640356.00,US Agency for International Development,Planned,Grant,Health
1103,35.499904,-15.934395,3,4640356.00,US Agency for International Development,Planned,Grant,Health
1104,35.6666667,-15.6666667,3,4640356.00,US Agency for International Development,Planned,Grant,Health
1105,35,-15.5,4,4640356.00,US Agency for International Development,Planned,Grant,Health
1106,34,-13.5,4,8509677.00,US Agency for International Development,Planned,Grant,Health
1107,34,-11,4,8509677.00,US Agency for International Development,Planned,Grant,Health
1108,33.95,-13.933333,2,8509677.00,US Agency for International Development,Planned,Grant,Health
1109,33.68407,-14.01962,3,8509677.00,US Agency for International Development,Planned,Grant,Health
1110,33.68407,-14.019624,3,12144477.00,US Agency for International Development,Ongoing,Grant,Health
1111,33.68407,-14.019624,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
1112,34.700342,-15.450508,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
1113,34.939562,-15.647316,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
1114,33.80524,-10.80292,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1115,35.66667,-15.66667,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1116,35.0591,-15.04839,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1117,34.939562,-15.647316,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1118,34.75,-16.16667,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1119,33.68407,-14.01962,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1120,33.41667,-13,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1121,33.80873,-13.87609,1,243175.79,Japan International Cooperation Agency (JICA),Ongoing,Grant,Health
1122,33.88151,-10.11153,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1123,33.82378,-13.60098,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1124,34.18559,-14.26273,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1125,35.150601,-16.105828,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1126,35.21576,-15.75268,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1127,35.57367,-14.94583,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1128,35.34658,-14.39296,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1129,33.07998,-13.7623,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1130,35.4999,-15.9344,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1131,34.51682,-15.63337,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1132,33.60778,-11.85428,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1133,34.75,-14.75,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1134,34.05322,-11.65304,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1135,35.16667,-16.75,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1136,33.90798,-13.29574,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1137,34.08298,-12.80417,3,22235530.60,African Development Bank (AfDB),Ongoing,Grant,Health
1138,33.483333,-13.033333,1,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
1139,35.013868,-15.786823,1,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
1140,33.933333,-13.65,1,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
1141,34.02070999,-11.46555674,1,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
1142,35.346577,-14.392955,3,,US Center for Disease Control and Prevention (US CDC),Ongoing,Grant,Health
1143,34.75,-16.1666667,3,24200.00,UNESCO,Planned,Grant,Information Technology
1144,35.166667,-16.75,3,24200.00,UNESCO,Planned,Grant,Information Technology
1145,34.183333,-11.233333,1,20900.00,UNESCO,Planned,Grant,Information Technology
1146,34.053218,-11.65304,3,20900.00,UNESCO,Planned,Grant,Information Technology
1147,34.05,-12.033333,2,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1148,35.66667,-15.66667,3,22805017.11,African Development Bank (AfDB),Ongoing,Loan,Integrated Rural Development
1149,34.91667,-14.08333,1,22805017.11,African Development Bank (AfDB),Ongoing,Loan,Integrated Rural Development
1150,33.83333,-13.15,1,22805017.11,African Development Bank (AfDB),Ongoing,Loan,Integrated Rural Development
1151,33.55,-12.35,1,22805017.11,African Development Bank (AfDB),Ongoing,Loan,Integrated Rural Development
1152,33.60778,-11.85428,3,22805017.11,African Development Bank (AfDB),Ongoing,Loan,Integrated Rural Development
1153,33.90798,-13.29574,3,22805017.11,African Development Bank (AfDB),Ongoing,Loan,Integrated Rural Development
1154,35.34658,-14.39296,3,22805017.11,African Development Bank (AfDB),Ongoing,Loan,Integrated Rural Development
1155,33.266667,-9.716667,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1156,35.06002,-15.83875,2,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1157,33.823778,-13.600977,3,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1158,33.933333,-9.933333,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1159,34.02070999,-11.46555674,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1160,34.3,-12.916667,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1161,34,-13.366667,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1162,33.483333,-13.033333,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1163,34.433333,-13.783333,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1164,34.95,-14.983333,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1165,35.2166667,-15.0666667,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1166,35.318801,-15.385957,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1167,35.309475,-16.006928,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1168,33.26969,-9.70237,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1169,33.933333,-9.933333,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1170,34.02070999,-11.46555674,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1171,34.3,-12.916667,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1172,34,-13.366667,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1173,33.483333,-13.033333,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1174,34.433333,-13.783333,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1175,34.95,-14.983333,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1176,35.466667,-14.866667,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1177,35.318801,-15.385957,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1178,35.309475,-16.006928,1,8946431.86,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1179,33.933333,-9.933333,1,,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1180,33.266667,-9.716667,1,,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1181,35.318801,-15.385957,1,,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1182,34.433333,-13.783333,1,,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1183,34.3,-12.916667,1,,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1184,35.309475,-16.006928,1,,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1185,33.483333,-13.033333,1,,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1186,34.95,-14.983333,1,,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1187,34,-13.366667,1,,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1188,34.02071,-11.465557,1,,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1189,35.216667,-15.066667,1,,German Agency for International Cooperation (GIZ),Closed,Grant,Integrated Rural Development
1190,34.053218,-11.65304,3,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1191,35.333333,-15.4,1,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1192,35.573667,-14.945831,3,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1193,34.516816,-15.633374,3,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1194,33.805243,-10.802922,3,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1195,33.7833333,-13.9833333,1,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1196,35.215762,-15.752677,3,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1197,34.433333,-14.35,2,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1198,35.418291,-15.430074,3,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1199,34.210334,-10.453184,1,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1200,35.573667,-14.945831,3,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1201,33.881507,-10.111532,3,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1202,35.150601,-16.105828,3,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1203,34.516816,-15.633374,3,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1204,34.65343,-15.398052,1,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1205,33.607776,-11.854277,3,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1206,33.7833333,-13.9833333,1,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1207,34.18559,-14.262731,3,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1208,35.013868,-15.786823,1,42952690.68,European Union (EU),Ongoing,Grant,Integrated Rural Development
1209,34.18559,-14.262731,3,2540553.59,KFW Bankengruppe,Ongoing,Grant,Integrated Rural Development
1210,35.32466,-15.3792,1,,European Union (EU),Ongoing,Grant,Integrated Rural Development
1211,33.99323,-11.422,1,,European Union (EU),Ongoing,Grant,Integrated Rural Development
1212,33.066667,-13.516667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1213,32.916667,-13.666667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1214,35.05,-13.7,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1215,33.083333,-13.616667,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1216,33.116667,-13.6,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1217,33.033333,-13.583333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1218,34.016667,-12.25,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1219,34.033333,-12.3,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1220,34,-12.25,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1221,34.216667,-12.75,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1222,34.1,-12.4,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1223,34.25,-12.8,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1224,34.3,-12.883333,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1225,34.283333,-13.366667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1226,33.3,-13.433333,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1227,33.4,-13.416667,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1228,33.5,-13.083333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1229,33.416667,-12.583333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1230,33.516667,-12.566667,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1231,33.383333,-13.016667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1232,33.383333,-13.016667,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1233,33.433333,-12.866667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1234,33.683333,-11.733333,5,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1235,33.483333,-11.35,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1236,33.433333,-11.366667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1237,33.35,-11.783333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1238,33.666667,-12.2,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1239,33.916667,-11.066667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1240,33.883333,-11.1,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1241,33.583333,-12.266667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1242,33.666667,-11.65,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1243,33.8,-11.483333,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1244,33.816667,-12.433333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1245,35.033333,-14.2,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1246,34.816667,-14.233333,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1247,34.4666667,-14.5166667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1248,34.7,-14.566667,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1249,34.733333,-14.616667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1250,34.85,-14.733333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1251,34.816667,-15,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1252,33.7,-12.45,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1253,33.55,-11.966667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1254,33.5,-11.233333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1255,33.666667,-11.15,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1256,33.7,-11.233333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1257,33.8,-11.033333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1258,33.883333,-11.366667,3,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1259,33.633333,-11.466667,3,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1260,33.75,-11.383333,3,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1261,33.583333,-12.25,3,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1262,33.533333,-12.1,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1263,33.35,-12.166667,3,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1264,33.466667,-12.166667,3,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1265,34.983333,-15.383333,3,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1266,32.983333,-13.633333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1267,33.6,-13.516667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1268,33.633333,-13.416667,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1269,33.883333,-13.55,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1270,34.016667,-13.666667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1271,33.6,-13.7,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1272,33.6,-13.633333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1273,35.383333,-15.3,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1274,35.466667,-15.416667,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1275,35.388471,-15.663397,5,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1276,35.493537,-15.586725,5,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1277,35.383333,-15.4,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1278,35.3,-15.483333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1279,35.45,-15.3,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1280,35.428912,-15.233427,5,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1281,35.399037,-15.277198,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1282,35.391935,-15.315846,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1283,35.45,-15.266667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1284,35.170087,-15.400415,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1285,35.117123,-15.324443,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1286,35.233333,-15.433333,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1287,35.25,-15.4,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1288,35.46811,-15.496656,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1289,35.594894,-15.421086,5,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1290,35.416667,-15.4,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1291,35.85,-14.683333,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1292,35.4,-14.783333,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1293,35.783333,-14.783333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1294,35.85,-14.733333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1295,35.6,-14.783333,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1296,35.55,-14.7166667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1297,35.633333,-14.9,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1298,35.733333,-14.966667,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1299,34.25,-14.1,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1300,34.216667,-14.166667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1301,34.233333,-14.033333,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1302,33.366667,-14.1,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1303,33.95,-14.133333,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1304,33.35,-13.766667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1305,34.283333,-14.2,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1306,34.266667,-14.233333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1307,34.366667,-14.166667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1308,34.083333,-14.216667,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1309,34.333333,-14.366667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1310,35.533333,-14.8,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1311,35.466667,-14.8,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1312,35.45,-14.966667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1313,35.3,-14.8833333,5,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1314,35.4333333,-14.7833333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1315,35.516667,-14.966667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1316,35.516667,-15.066667,5,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1317,35.516667,-15.2,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1318,35.616667,-14.716667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1319,35.35,-14.766667,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1320,35.366667,-14.533333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1321,35.533333,-14.333333,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1322,35.433333,-14.266667,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1323,35.4,-14.25,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1324,35.333333,-14.65,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1325,34.45,-14.366667,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1326,34.366667,-14.35,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1327,35.00161,-15.822845,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1328,35.34089,-15.96057,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1329,35.16005,-16.267438,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1330,34.750891,-15.900541,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1331,34.19082,-14.38154,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1332,35.183333,-15.966667,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1333,35.216667,-16.366667,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1334,35.295015,-16.207124,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1335,35.348992,-15.804269,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1336,35.649906,-16.035599,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1337,35.524494,-15.897992,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1338,35.321972,-15.998108,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1339,35.030136,-15.529885,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1340,34.989197,-15.358432,3,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1341,35.021237,-15.653684,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1342,35.059152,-15.707821,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1343,34.966667,-15.916667,2,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1344,34.95232,-15.674028,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
1345,35.065611,-15.885526,1,144673173.52,European Union (EU),Ongoing,Grant,Integrated Rural Development
